,day,time,Apartment,max_request,total_DR,requests,response,count,cons,req_index,res_index,rel_index,contri_index,inconv,req_p,res_p,rel_p,contri_p,score
47,3,06:30:00,5,5,90,55,33,0,73,61,60,66,0,0,62.244897959183675,61.224489795918366,70.96774193548387,0.0,48.60928242264648
48,3,07:30:00,5,5,90,87,65,0,44,96,74,59,0,0,97.95918367346938,75.51020408163265,63.44086021505376,0.0,59.22756199253895
49,3,08:30:00,5,5,90,88,68,0,43,97,77,60,0,0,98.9795918367347,78.57142857142857,64.51612903225806,0.0,60.51678736010533
50,3,09:30:00,5,5,90,68,9,0,67,75,13,40,0,0,76.53061224489795,13.26530612244898,43.01075268817204,0.0,33.20166776387974
51,3,10:30:00,5,5,90,58,9,0,76,64,15,45,0,0,65.3061224489796,15.306122448979592,48.38709677419355,0.0,32.24983541803819
52,3,11:30:00,5,5,90,41,19,0,42,45,46,44,0,0,45.91836734693877,46.93877551020408,47.31182795698925,0.0,35.04224270353303
53,3,12:30:00,5,5,90,89,49,0,88,98,55,71,0,0,100.0,56.12244897959184,76.34408602150538,0.0,58.1166337502743
54,3,13:30:00,5,5,90,51,21,0,50,56,41,45,0,0,57.142857142857146,41.83673469387755,48.38709677419355,0.0,36.84167215273206
55,3,14:30:00,5,5,90,50,23,0,44,55,46,45,0,0,56.12244897959184,46.93877551020408,48.38709677419355,0.0,37.86208031599737
56,3,15:30:00,5,5,90,80,25,0,50,88,31,40,0,0,89.79591836734694,31.632653061224488,43.01075268817204,0.0,41.10983102918587
57,3,16:30:00,5,5,90,45,19,0,82,50,42,62,0,0,51.02040816326531,42.857142857142854,66.66666666666667,0.0,40.136054421768705
58,3,17:30:00,5,5,90,78,3,0,73,86,3,38,0,0,87.75510204081633,3.061224489795918,40.86021505376344,0.0,32.91913539609392
59,3,18:30:00,5,5,90,85,64,0,69,94,75,72,0,0,95.91836734693878,76.53061224489795,77.41935483870968,0.0,62.46708360763661
60,3,19:30:00,5,5,90,66,34,0,50,73,51,50,0,0,74.48979591836735,52.04081632653061,53.763440860215056,0.0,45.073513276278256
61,3,20:30:00,5,5,90,64,24,0,57,71,37,47,0,0,72.44897959183673,37.755102040816325,50.53763440860215,0.0,40.1854290103138
62,3,21:30:00,5,5,90,42,8,0,47,46,19,33,0,0,46.93877551020408,19.387755102040817,35.483870967741936,0.0,25.452600394996708
63,3,22:30:00,5,5,90,45,44,0,69,50,97,83,0,0,51.02040816326531,98.9795918367347,89.24731182795699,0.0,59.81182795698925
64,3,23:30:00,5,5,90,59,33,0,66,65,55,60,0,0,66.3265306122449,56.12244897959184,64.51612903225806,0.0,46.7412771560237
65,4,03:30:00,5,5,90,51,37,0,44,56,72,58,0,0,57.142857142857146,73.46938775510205,62.365591397849464,0.0,48.244459073952164
66,4,04:30:00,5,5,90,46,28,0,80,51,60,70,0,0,52.04081632653061,61.224489795918366,75.26881720430107,0.0,47.13353083168751
67,4,05:30:00,5,5,90,54,22,0,49,60,40,44,0,0,61.224489795918366,40.816326530612244,47.31182795698925,0.0,37.33816107087996
68,4,06:30:00,5,5,90,66,55,0,82,73,83,82,0,0,74.48979591836735,84.6938775510204,88.17204301075269,0.0,61.83892912003511
69,4,07:30:00,5,5,90,43,13,0,54,47,30,42,0,0,47.95918367346939,30.612244897959183,45.16129032258065,0.0,30.933179723502306
70,4,08:30:00,5,5,90,48,5,0,83,53,10,46,0,0,54.08163265306123,10.204081632653061,49.46236559139785,0.0,28.437019969278033
71,4,09:30:00,5,5,90,69,1,0,55,76,1,28,0,0,77.55102040816327,1.0204081632653061,30.107526881720432,0.0,27.16973886328725
72,4,10:30:00,5,5,90,87,47,0,87,96,54,70,0,0,97.95918367346938,55.10204081632653,75.26881720430107,0.0,57.08251042352424
73,4,11:30:00,5,5,90,43,30,0,84,47,69,76,0,0,47.95918367346939,70.40816326530613,81.72043010752688,0.0,50.0219442615756
74,4,12:30:00,5,5,90,83,47,0,77,92,56,66,0,0,93.87755102040816,57.142857142857146,70.96774193548387,0.0,55.49703752468729
75,4,13:30:00,5,5,90,77,10,0,87,85,12,49,0,0,86.73469387755102,12.244897959183673,52.68817204301075,0.0,37.91694096993636
76,4,14:30:00,5,5,90,69,31,0,66,76,44,55,0,0,77.55102040816327,44.89795918367347,59.13978494623656,0.0,45.39719113451832
77,4,15:30:00,5,5,90,60,27,0,67,66,45,56,0,0,67.34693877551021,45.91836734693877,60.215053763440864,0.0,43.37008997147246
78,4,16:30:00,5,5,90,75,72,0,43,83,96,69,0,0,84.6938775510204,97.95918367346938,74.19354838709677,0.0,64.21165240289665
79,4,17:30:00,5,5,90,77,53,0,44,85,68,56,0,0,86.73469387755102,69.38775510204081,60.215053763440864,0.0,54.084375685758175
80,4,18:30:00,5,5,90,51,39,0,78,56,76,77,0,0,57.142857142857146,77.55102040816327,82.79569892473118,0.0,54.3723941189379
81,4,19:30:00,5,5,90,73,27,0,65,81,36,50,0,0,82.65306122448979,36.734693877551024,53.763440860215056,0.0,43.28779899056397
82,4,20:30:00,5,5,90,82,51,0,86,91,62,74,0,0,92.85714285714286,63.265306122448976,79.56989247311827,0.0,58.92308536317753
83,4,21:30:00,5,5,90,55,36,0,50,61,65,57,0,0,62.244897959183675,66.3265306122449,61.29032258064516,0.0,47.465437788018434
84,4,22:30:00,5,5,90,56,52,0,83,62,92,87,0,0,63.265306122448976,93.87755102040816,93.54838709677419,0.0,62.67281105990783
85,4,23:30:00,5,5,90,44,15,0,49,48,34,41,0,0,48.97959183673469,34.69387755102041,44.086021505376344,0.0,31.93987272328286
86,5,00:30:00,5,5,90,66,5,0,59,73,7,33,0,0,74.48979591836735,7.142857142857143,35.483870967741936,0.0,29.27913100724161
87,5,01:30:00,5,5,90,84,30,0,56,93,35,45,0,0,94.89795918367346,35.714285714285715,48.38709677419355,0.0,44.74983541803818
88,5,02:30:00,5,5,90,51,31,0,76,56,60,68,0,0,57.142857142857146,61.224489795918366,73.11827956989248,0.0,47.871406627167
89,5,03:30:00,5,5,90,84,32,0,78,93,38,58,0,0,94.89795918367346,38.775510204081634,62.365591397849464,0.0,49.00976519640114
90,5,04:30:00,5,5,90,78,25,0,56,86,32,44,0,0,87.75510204081633,32.6530612244898,47.31182795698925,0.0,41.92999780557384
91,5,05:30:00,5,5,90,44,26,0,75,48,59,67,0,0,48.97959183673469,60.204081632653065,72.04301075268818,0.0,45.30667105551898
92,5,06:30:00,5,5,90,41,16,0,54,45,39,46,0,0,45.91836734693877,39.795918367346935,49.46236559139785,0.0,33.79416282642089
93,5,07:30:00,5,5,90,73,56,0,69,81,76,72,0,0,82.65306122448979,77.55102040816327,77.41935483870968,0.0,59.405859117840684
94,5,08:30:00,5,5,90,42,3,0,71,46,7,39,0,0,46.93877551020408,7.142857142857143,41.935483870967744,0.0,24.004279131007245
95,5,09:30:00,5,5,90,43,21,0,52,47,48,50,0,0,47.95918367346939,48.97959183673469,53.763440860215056,0.0,37.675554092604784
96,5,10:30:00,5,5,90,67,13,0,43,74,19,31,0,0,75.51020408163265,19.387755102040817,33.333333333333336,0.0,32.0578231292517
97,5,11:30:00,5,5,90,61,22,0,78,67,36,57,0,0,68.36734693877551,36.734693877551024,61.29032258064516,0.0,41.59809084924292
98,6,05:30:00,5,5,90,86,36,0,76,95,41,58,0,0,96.93877551020408,41.83673469387755,62.365591397849464,0.0,50.285275400482774
99,6,06:30:00,5,5,90,89,76,0,84,98,85,84,0,0,100.0,86.73469387755102,90.3225806451613,0.0,69.26431863067808
100,6,07:30:00,5,5,90,63,42,0,43,70,66,54,0,0,71.42857142857143,67.34693877551021,58.064516129032256,0.0,49.21000658327847
101,6,16:30:00,5,5,90,81,11,0,51,90,13,32,0,0,91.83673469387755,13.26530612244898,34.40860215053763,0.0,34.87766074171604
102,6,17:30:00,5,5,90,79,15,0,63,87,18,40,0,0,88.77551020408163,18.367346938775512,43.01075268817204,0.0,37.53840245775729
103,6,18:30:00,5,5,90,74,17,0,48,82,22,35,0,0,83.6734693877551,22.448979591836736,37.634408602150536,0.0,35.9392143954356
104,6,19:30:00,5,5,90,44,42,0,47,48,95,71,0,0,48.97959183673469,96.93877551020408,76.34408602150538,0.0,55.565613342111035
105,6,20:30:00,5,5,90,72,12,0,66,80,16,41,0,0,81.63265306122449,16.3265306122449,44.086021505376344,0.0,35.51130129471143
106,6,21:30:00,5,5,90,43,25,0,89,47,58,73,0,0,47.95918367346939,59.183673469387756,78.49462365591398,0.0,46.40937019969279
107,6,22:30:00,5,5,90,45,13,0,66,50,28,47,0,0,51.02040816326531,28.571428571428573,50.53763440860215,0.0,32.53236778582401
108,6,23:30:00,5,5,90,75,35,0,43,83,46,44,0,0,84.6938775510204,46.93877551020408,47.31182795698925,0.0,44.736120254553434
109,7,00:30:00,5,5,90,46,4,0,43,51,8,25,0,0,52.04081632653061,8.16326530612245,26.881720430107528,0.0,21.771450515690148
110,7,01:30:00,5,5,90,40,15,0,76,44,37,56,0,0,44.89795918367347,37.755102040816325,60.215053763440864,0.0,35.71702874698266
111,7,02:30:00,5,5,90,40,25,0,41,44,62,51,0,0,44.89795918367347,63.265306122448976,54.83870967741935,0.0,40.75049374588545
112,7,03:30:00,5,5,90,61,30,0,84,67,49,66,0,0,68.36734693877551,50.0,70.96774193548387,0.0,47.333772218564846
113,7,04:30:00,5,5,90,81,34,0,54,90,41,47,0,0,91.83673469387755,41.83673469387755,50.53763440860215,0.0,46.05277594908931
114,7,05:30:00,5,5,90,65,1,0,87,72,1,44,0,0,73.46938775510205,1.0204081632653061,47.31182795698925,0.0,30.45040596883915
115,7,06:30:00,5,5,90,54,27,0,59,60,50,54,0,0,61.224489795918366,51.02040816326531,58.064516129032256,0.0,42.57735352205398
116,7,07:30:00,5,5,90,56,54,0,44,62,96,70,0,0,63.265306122448976,97.95918367346938,75.26881720430107,0.0,59.12332675005486
117,7,08:30:00,5,5,90,46,34,0,77,51,73,75,0,0,52.04081632653061,74.48979591836735,80.64516129032258,0.0,51.79394338380513
118,7,09:30:00,5,5,90,65,36,0,46,72,55,50,0,0,73.46938775510205,56.12244897959184,53.763440860215056,0.0,45.83881939872724
119,7,10:30:00,5,5,90,57,22,0,78,63,38,58,0,0,64.28571428571429,38.775510204081634,62.365591397849464,0.0,41.356703971911344
120,7,11:30:00,5,5,90,85,10,0,64,94,11,37,0,0,95.91836734693878,11.224489795918368,39.784946236559136,0.0,36.73195084485407
121,7,12:30:00,5,5,90,86,2,0,72,95,2,37,0,0,96.93877551020408,2.0408163265306123,39.784946236559136,0.0,34.69113451832346
122,7,13:30:00,5,5,90,75,13,0,40,83,17,28,0,0,84.6938775510204,17.346938775510203,30.107526881720432,0.0,33.03708580206276
123,7,14:30:00,5,5,90,71,4,0,80,78,5,42,0,0,79.59183673469387,5.1020408163265305,45.16129032258065,0.0,32.46379196840026
124,7,15:30:00,5,5,90,71,66,0,43,78,92,67,0,0,79.59183673469387,93.87755102040816,72.04301075268818,0.0,61.378099626947545
125,7,16:30:00,5,5,90,57,18,0,61,63,31,46,0,0,64.28571428571429,31.632653061224488,49.46236559139785,0.0,36.345183234584155
126,7,17:30:00,5,5,90,76,69,0,77,84,90,83,0,0,85.71428571428571,91.83673469387755,89.24731182795699,0.0,66.69958305903006
127,7,18:30:00,5,5,90,60,16,0,51,66,26,38,0,0,67.34693877551021,26.53061224489796,40.86021505376344,0.0,33.684441518542904
128,7,19:30:00,5,5,90,41,9,0,82,45,21,51,0,0,45.91836734693877,21.428571428571427,54.83870967741935,0.0,30.546412113232385
129,7,20:30:00,5,5,90,50,16,0,56,55,32,44,0,0,56.12244897959184,32.6530612244898,47.31182795698925,0.0,34.02183454026772
130,7,21:30:00,5,5,90,52,14,0,44,57,26,35,0,0,58.16326530612245,26.53061224489796,37.634408602150536,0.0,30.582071538292738
131,7,22:30:00,5,5,90,82,61,0,70,91,74,72,0,0,92.85714285714286,75.51020408163265,77.41935483870968,0.0,61.4466754443713
132,7,23:30:00,5,5,90,43,42,0,70,47,97,83,0,0,47.95918367346939,98.9795918367347,89.24731182795699,0.0,59.04652183454027
133,8,00:30:00,5,5,90,78,43,0,54,86,55,54,0,0,87.75510204081633,56.12244897959184,58.064516129032256,0.0,50.485516787360105
134,8,01:30:00,5,5,90,44,16,0,50,48,36,43,0,0,48.97959183673469,36.734693877551024,46.236559139784944,0.0,32.98771121351766
135,8,02:30:00,5,5,90,46,15,0,88,51,32,60,0,0,52.04081632653061,32.6530612244898,64.51612903225806,0.0,37.30250164581962
136,8,03:30:00,5,5,90,86,50,0,54,95,58,56,0,0,96.93877551020408,59.183673469387756,60.215053763440864,0.0,54.084375685758175
137,8,04:30:00,5,5,90,57,29,0,75,63,50,62,0,0,64.28571428571429,51.02040816326531,66.66666666666667,0.0,45.493197278911566
138,8,05:30:00,5,5,90,72,39,0,43,80,54,48,0,0,81.63265306122449,55.10204081632653,51.61290322580645,0.0,47.086899275839365
139,8,06:30:00,5,5,90,61,37,0,78,67,60,69,0,0,68.36734693877551,61.224489795918366,74.19354838709677,0.0,50.94634628044766
140,8,07:30:00,5,5,90,77,14,0,58,85,18,38,0,0,86.73469387755102,18.367346938775512,40.86021505376344,0.0,36.49056396752249
141,8,08:30:00,5,5,90,74,3,0,54,82,4,29,0,0,83.6734693877551,4.081632653061225,31.182795698924732,0.0,29.734474434935265
142,8,09:30:00,5,5,90,40,25,0,64,44,62,63,0,0,44.89795918367347,63.265306122448976,67.74193548387096,0.0,43.976300197498354
143,8,10:30:00,5,5,90,52,31,0,64,57,59,61,0,0,58.16326530612245,60.204081632653065,65.59139784946237,0.0,45.98968619705947
144,8,11:30:00,5,5,90,66,23,0,41,73,34,37,0,0,74.48979591836735,34.69387755102041,39.784946236559136,0.0,37.24215492648672
145,8,12:30:00,5,5,90,87,46,0,48,96,52,50,0,0,97.95918367346938,53.06122448979592,53.763440860215056,0.0,51.195962255870086
146,8,13:30:00,5,5,90,54,33,0,86,60,61,73,0,0,61.224489795918366,62.244897959183675,78.49462365591398,0.0,50.49100285275401
147,8,14:30:00,5,5,90,44,21,0,66,48,47,56,0,0,48.97959183673469,47.95918367346939,60.215053763440864,0.0,39.28845731841124
148,8,15:30:00,5,5,90,66,8,0,61,73,12,36,0,0,74.48979591836735,12.244897959183673,38.70967741935484,0.0,31.361092824226468
149,8,16:30:00,5,5,90,64,14,0,57,71,21,39,0,0,72.44897959183673,21.428571428571427,41.935483870967744,0.0,33.95325872284398
150,8,17:30:00,5,5,90,53,6,0,43,58,11,27,0,0,59.183673469387756,11.224489795918368,29.032258064516128,0.0,24.86010533245556
151,8,18:30:00,5,5,90,66,54,0,65,73,81,73,0,0,74.48979591836735,82.65306122448979,78.49462365591398,0.0,58.90937019969278
152,8,19:30:00,5,5,90,57,22,0,89,63,38,63,0,0,64.28571428571429,38.775510204081634,67.74193548387096,0.0,42.70078999341672
153,8,20:30:00,5,5,90,49,23,0,86,54,46,66,0,0,55.10204081632653,46.93877551020408,70.96774193548387,0.0,43.25213956550362
154,8,21:30:00,5,5,90,72,16,0,42,80,22,32,0,0,81.63265306122449,22.448979591836736,34.40860215053763,0.0,34.62255870089972
155,8,22:30:00,5,5,90,73,22,0,71,81,30,50,0,0,82.65306122448979,30.612244897959183,53.763440860215056,0.0,41.757186745666004
156,8,23:30:00,5,5,90,78,65,0,51,86,83,67,0,0,87.75510204081633,84.6938775510204,72.04301075268818,0.0,61.12299758613123
157,9,00:30:00,5,5,90,54,14,0,51,60,25,38,0,0,61.224489795918366,25.510204081632654,40.86021505376344,0.0,31.898727232828612
158,9,01:30:00,5,5,90,80,17,0,80,88,21,50,0,0,89.79591836734694,21.428571428571427,53.763440860215056,0.0,41.246982664033354
159,9,02:30:00,5,5,90,53,2,0,69,58,3,36,0,0,59.183673469387756,3.061224489795918,38.70967741935484,0.0,25.23864384463463
160,9,03:30:00,5,5,90,46,13,0,89,51,28,58,0,0,52.04081632653061,28.571428571428573,62.365591397849464,0.0,35.744459073952164
161,9,04:30:00,5,5,90,84,68,0,44,93,80,62,0,0,94.89795918367346,81.63265306122449,66.66666666666667,0.0,60.79931972789115
162,9,05:30:00,5,5,90,85,34,0,45,94,40,42,0,0,95.91836734693878,40.816326530612244,45.16129032258065,0.0,45.47399605003292
163,9,06:30:00,5,5,90,89,65,0,85,98,73,79,0,0,100.0,74.48979591836735,84.94623655913979,0.0,64.85900811937678
164,9,07:30:00,5,5,90,68,49,0,67,75,72,69,0,0,76.53061224489795,73.46938775510205,74.19354838709677,0.0,56.04838709677419
165,9,08:30:00,5,5,90,81,34,0,60,90,41,50,0,0,91.83673469387755,41.83673469387755,53.763440860215056,0.0,46.85922756199254
166,9,09:30:00,5,5,90,89,24,0,81,98,26,53,0,0,100.0,26.53061224489796,56.98924731182796,0.0,45.87996488918148
167,9,10:30:00,5,5,90,85,46,0,81,94,54,67,0,0,95.91836734693878,55.10204081632653,72.04301075268818,0.0,55.76585472898837
168,9,11:30:00,5,5,90,52,28,0,84,57,53,68,0,0,58.16326530612245,54.08163265306123,73.11827956989248,0.0,46.34079438226904
169,9,12:30:00,5,5,90,79,48,0,70,87,60,65,0,0,88.77551020408163,61.224489795918366,69.89247311827957,0.0,54.97311827956989
170,9,13:30:00,5,5,90,82,58,0,48,91,70,59,0,0,92.85714285714286,71.42857142857143,63.44086021505376,0.0,56.93164362519202
171,9,14:30:00,5,5,90,47,10,0,58,52,21,39,0,0,53.06122448979592,21.428571428571427,41.935483870967744,0.0,29.106319947333773
172,9,15:30:00,5,5,90,85,4,0,75,94,4,39,0,0,95.91836734693878,4.081632653061225,41.935483870967744,0.0,35.483870967741936
173,9,16:30:00,5,5,90,52,17,0,78,57,32,55,0,0,58.16326530612245,32.6530612244898,59.13978494623656,0.0,37.4890278692122
174,9,17:30:00,5,5,90,82,68,0,57,91,82,69,0,0,92.85714285714286,83.6734693877551,74.19354838709677,0.0,62.68104015799869
175,9,18:30:00,5,5,90,67,0,0,56,74,0,28,0,0,75.51020408163265,0.0,30.107526881720432,0.0,26.40443274083827
176,9,19:30:00,5,5,90,51,26,0,78,56,50,64,0,0,57.142857142857146,51.02040816326531,68.81720430107526,0.0,44.245117401799426
177,9,20:30:00,5,5,90,87,78,0,43,96,89,66,0,0,97.95918367346938,90.81632653061224,70.96774193548387,0.0,64.93581303489138
178,9,21:30:00,5,5,90,42,17,0,46,46,40,43,0,0,46.93877551020408,40.816326530612244,46.236559139784944,0.0,33.49791529515032
179,9,22:30:00,5,5,90,83,2,0,77,92,2,39,0,0,93.87755102040816,2.0408163265306123,41.935483870967744,0.0,34.46346280447663
180,9,23:30:00,5,5,90,78,54,0,44,86,69,56,0,0,87.75510204081633,70.40816326530613,60.215053763440864,0.0,54.594579767390826
181,10,00:30:00,5,5,90,72,64,0,59,80,88,73,0,0,81.63265306122449,89.79591836734694,78.49462365591398,0.0,62.48079877112135
182,10,01:30:00,5,5,90,48,0,0,64,53,0,32,0,0,54.08163265306123,0.0,34.40860215053763,0.0,22.122558700899717
183,10,02:30:00,5,5,90,77,12,0,76,85,15,45,0,0,86.73469387755102,15.306122448979592,48.38709677419355,0.0,37.60697827518104
184,10,03:30:00,5,5,90,61,42,0,44,67,68,56,0,0,68.36734693877551,69.38775510204081,60.215053763440864,0.0,49.4925389510643
185,10,04:30:00,5,5,90,42,7,0,63,46,16,39,0,0,46.93877551020408,16.3265306122449,41.935483870967744,0.0,26.30019749835418
186,10,05:30:00,5,5,90,57,15,0,88,63,26,57,0,0,64.28571428571429,26.53061224489796,61.29032258064516,0.0,38.02666227781435
187,10,06:30:00,5,5,90,41,19,0,76,45,46,61,0,0,45.91836734693877,46.93877551020408,65.59139784946237,0.0,39.61213517665131
188,10,07:30:00,5,5,90,86,39,0,64,95,45,54,0,0,96.93877551020408,45.91836734693877,58.064516129032256,0.0,50.23041474654377
189,10,08:30:00,5,5,90,52,14,0,79,57,26,52,0,0,58.16326530612245,26.53061224489796,55.913978494623656,0.0,35.15196401141102
190,10,09:30:00,5,5,90,42,16,0,88,46,38,63,0,0,46.93877551020408,38.775510204081634,67.74193548387096,0.0,38.364055299539174
191,10,10:30:00,5,5,90,66,7,0,65,73,10,37,0,0,74.48979591836735,10.204081632653061,39.784946236559136,0.0,31.119705946894886
192,10,11:30:00,5,5,90,49,35,0,84,54,71,77,0,0,55.10204081632653,72.44897959183673,82.79569892473118,0.0,52.58667983322361
193,10,12:30:00,5,5,90,49,40,0,84,54,81,82,0,0,55.10204081632653,82.65306122448979,88.17204301075269,0.0,56.48178626289225
194,10,13:30:00,5,5,90,47,46,0,55,52,97,76,0,0,53.06122448979592,98.9795918367347,81.72043010752688,0.0,58.44031160851438
195,10,14:30:00,5,5,90,58,10,0,72,64,17,44,0,0,65.3061224489796,17.346938775510203,47.31182795698925,0.0,32.49122229536977
196,10,15:30:00,5,5,90,87,52,0,82,96,59,70,0,0,97.95918367346938,60.204081632653065,75.26881720430107,0.0,58.35802062760588
197,10,16:30:00,5,5,90,45,23,0,43,50,51,47,0,0,51.02040816326531,52.04081632653061,50.53763440860215,0.0,38.39971472459952
